CustomerID,ActivityDate,ServiceUsed,UsageAmount,SessionDuration
CUST05823,2021-08-22,Website,4165.4,53.0
CUST02078,2021-05-30,Mobile App,2114.38,6.14
CUST00782,2021-02-02,Mobile App,7606.26,57.08
CUST06703,2021-12-13,Website,2613.87,53.8
CUST04423,2021-01-16,Website,8815.82,14.04
CUST04602,2021-02-20,Website,4082.36,58.55
CUST04751,2021-07-30,Branch Visit,7553.54,56.75
CUST06842,2021-12-06,Branch Visit,304.04,24.41
CUST07912,2021-06-24,Branch Visit,6650.73,6.55
CUST07569,2021-03-11,ATM,1955.14,41.37
CUST02774,2021-08-30,Mobile App,3432.86,28.52
CUST04970,2021-10-20,Website,9113.46,18.8
CUST03306,2021-03-27,Website,9244.39,47.27
CUST02987,2021-03-27,ATM,6365.32,53.42
CUST04044,2021-11-03,Mobile App,1489.35,33.24
CUST07803,2021-09-04,ATM,1720.05,16.53
CUST05896,2021-10-14,Branch Visit,9594.07,24.39
CUST05686,2021-07-16,Branch Visit,4075.5,41.02
CUST02200,2021-08-22,Website,9694.69,46.44
CUST09407,2021-04-12,ATM,1062.14,56.62
CUST00986,2021-09-29,ATM,7453.36,24.21
CUST06130,2021-01-10,Website,3581.73,24.82
CUST07979,2021-10-05,Website,3048.24,26.95
CUST04577,2021-09-17,Mobile App,2545.4,47.57
CUST07014,2021-08-05,Mobile App,8206.08,1.72
CUST03114,2021-12-19,Mobile App,6628.54,3.31
CUST07423,2021-09-13,ATM,3568.66,41.59
CUST08666,2021-12-15,Branch Visit,6998.99,48.52
CUST08968,2021-03-04,Mobile App,5592.41,15.78
CUST01606,2021-01-12,Website,2889.31,10.68
CUST03964,2021-04-25,Website,3717.69,6.77
CUST01287,2021-10-14,ATM,9233.35,57.98
CUST07218,2021-09-01,ATM,1397.52,17.77
CUST04595,2021-01-06,Branch Visit,519.69,25.65
CUST00792,2021-03-25,Branch Visit,1402.94,45.8
CUST07604,2021-07-15,Mobile App,7095.86,59.87
CUST03406,2021-07-25,Mobile App,2089.28,56.09
CUST05526,2021-03-21,Website,4106.32,24.61
CUST00057,2021-12-12,Website,9600.24,18.62
CUST05064,2021-11-29,Branch Visit,6196.0,25.5
CUST01887,2021-07-02,Website,2864.16,43.88
CUST00671,2021-04-15,Mobile App,688.23,51.16
CUST02332,2021-09-06,Branch Visit,8708.78,26.72
CUST05968,2021-04-04,Website,5198.13,49.83
CUST03966,2021-06-25,ATM,1995.47,51.55
CUST03713,2021-05-06,Branch Visit,2670.56,26.38
CUST06216,2021-01-20,Mobile App,5671.13,28.28
CUST06222,2021-07-26,Website,6972.46,54.64
CUST00091,2021-10-12,ATM,2329.87,44.72
CUST05294,2021-02-09,ATM,4463.74,41.95
CUST02707,2021-02-27,Branch Visit,7560.25,42.74
CUST02900,2021-04-02,Website,9538.81,9.45
CUST07584,2021-04-22,ATM,592.37,45.44
CUST04929,2021-04-11,Website,7294.66,51.04
CUST02720,2021-02-08,Mobile App,676.82,54.45
CUST08955,2021-09-12,Website,1796.14,48.17
CUST08343,2021-04-26,Website,3348.46,38.71
CUST02762,2021-01-28,ATM,5674.32,2.82
CUST08005,2021-08-08,Branch Visit,250.69,26.92
CUST03793,2021-01-15,ATM,8142.39,59.57
CUST09415,2021-04-20,ATM,6558.2,26.77
CUST09986,2021-11-07,ATM,2771.97,21.63
CUST05947,2021-07-26,Website,9342.65,3.41
CUST05194,2021-03-22,Website,3102.63,36.1
CUST04814,2021-07-27,Website,7584.33,7.11
CUST00645,2021-03-18,Mobile App,1046.92,55.04
CUST04398,2021-10-10,ATM,145.19,52.03
CUST00413,2021-02-26,Branch Visit,7698.56,36.45
CUST02500,2021-08-28,Mobile App,2143.07,53.92
CUST06211,2021-07-15,Branch Visit,9437.71,29.24
CUST00184,2021-10-23,Website,7453.71,28.9
CUST05119,2021-02-22,Website,5584.8,43.66
CUST08419,2021-07-03,Website,8539.84,11.15
CUST01998,2021-07-30,ATM,5353.1,51.8
CUST02550,2021-10-18,Website,5151.38,23.75
CUST02045,2021-05-06,ATM,8608.38,20.59
CUST07640,2021-10-25,Branch Visit,488.94,8.34
CUST00645,2021-11-07,Website,8835.79,50.79
CUST04367,2021-08-12,Mobile App,1689.49,50.23
CUST04169,2021-05-06,ATM,9065.41,9.69
CUST05547,2021-05-19,Mobile App,5159.74,5.85
CUST06014,2021-01-25,ATM,7714.3,31.43
CUST04317,2021-07-31,Website,5199.46,44.39
CUST06529,2021-04-06,Mobile App,5143.82,51.72
CUST06985,2021-06-01,Branch Visit,2995.31,45.1
CUST03372,2021-07-09,Website,5930.81,4.53
CUST00981,2021-01-08,Branch Visit,7550.04,16.81
CUST04467,2021-12-12,ATM,656.59,25.31
CUST08556,2021-10-14,Website,2170.12,17.27
CUST03661,2021-01-31,Website,3551.11,24.89
CUST01718,2021-04-04,Mobile App,991.37,32.79
CUST04357,2021-09-19,Website,5185.94,39.53
CUST06225,2021-06-04,Mobile App,9199.4,20.05
CUST07355,2021-03-02,Branch Visit,3362.61,54.06
CUST09251,2021-01-26,ATM,1014.51,23.59
CUST02283,2021-06-22,Mobile App,1210.34,1.3
CUST07827,2021-01-21,Mobile App,250.29,20.82
CUST04486,2021-10-02,Branch Visit,877.64,17.99
CUST09715,2021-07-12,ATM,1885.87,20.76
CUST06257,2021-10-30,Website,8189.85,33.96
CUST04787,2021-07-12,Mobile App,3885.22,39.89
CUST06823,2021-06-09,Mobile App,5624.77,7.21
CUST06411,2021-07-07,Branch Visit,1081.2,9.68
CUST07751,2021-11-22,Mobile App,698.84,21.43
CUST09744,2021-01-02,ATM,5608.01,27.13
CUST03932,2021-02-10,ATM,4105.77,25.42
CUST06768,2021-01-15,Mobile App,4923.15,30.68
CUST09713,2021-07-30,Branch Visit,599.28,39.69
CUST05584,2021-10-10,Mobile App,8915.99,54.28
CUST03564,2021-08-25,ATM,2189.52,31.48
CUST05078,2021-01-27,Website,9825.96,13.99
CUST09923,2021-10-08,Branch Visit,4675.08,47.99
CUST07532,2021-08-15,Mobile App,8799.7,48.6
CUST00960,2021-02-24,Mobile App,7007.03,56.92
CUST08056,2021-08-01,Mobile App,5236.52,32.05
CUST07273,2021-02-10,ATM,9766.96,18.14
CUST09329,2021-03-21,Branch Visit,2285.43,27.99
CUST07673,2021-07-29,Website,6058.76,24.83
CUST02569,2021-10-07,ATM,1257.85,36.12
CUST01068,2021-11-14,ATM,2794.84,22.4
CUST03865,2021-04-25,Branch Visit,3165.33,33.22
CUST00788,2021-01-12,Website,6978.04,10.54
CUST07418,2021-05-13,ATM,6414.91,58.51
CUST05155,2021-09-08,ATM,6260.93,25.97
CUST00049,2021-06-24,Website,1716.43,32.66
CUST01709,2021-06-26,Mobile App,337.4,54.15
CUST06167,2021-12-17,Mobile App,5200.01,14.83
CUST07308,2021-11-06,Mobile App,5788.68,44.01
CUST02628,2021-12-20,Branch Visit,1508.78,22.54
CUST02966,2021-10-06,Mobile App,1545.42,6.23
CUST05037,2021-10-25,ATM,1528.76,8.21
CUST04435,2021-04-26,Website,9646.43,38.82
CUST04242,2021-10-16,ATM,2764.91,13.55
CUST05415,2021-05-15,ATM,5495.08,10.38
CUST07654,2021-06-18,Website,6577.14,39.5
CUST03256,2021-03-09,Website,335.84,1.55
CUST04886,2021-12-07,Website,631.72,17.02
CUST05996,2021-02-08,ATM,4842.15,51.89
CUST05258,2021-09-13,ATM,2008.58,5.18
CUST08685,2021-08-22,Website,2863.99,45.0
CUST01903,2021-03-10,ATM,3789.23,10.72
CUST02571,2021-04-14,Website,342.2,49.54
CUST03393,2021-08-31,Branch Visit,4330.68,54.0
CUST06883,2021-07-13,ATM,8048.15,42.55
CUST05298,2021-05-27,Mobile App,3348.42,58.75
CUST03359,2021-06-29,Branch Visit,7793.38,49.31
CUST00191,2021-05-25,Branch Visit,6148.34,48.66
CUST02826,2021-01-16,Branch Visit,6074.57,41.7
CUST06180,2021-05-09,Branch Visit,215.47,42.58
CUST03556,2021-06-24,ATM,7199.89,9.53
CUST00976,2021-03-21,Branch Visit,6952.06,5.98
CUST07263,2021-03-26,Website,6437.88,51.71
CUST02071,2021-06-03,ATM,1674.79,24.13
CUST07854,2021-01-17,Website,4277.48,25.28
CUST00286,2021-03-20,Branch Visit,9131.93,32.95
CUST00937,2021-03-21,ATM,7285.63,5.02
CUST02736,2021-08-10,Mobile App,2371.01,55.56
CUST01561,2021-10-30,Mobile App,4630.06,4.56
CUST05378,2021-09-10,Website,7004.33,23.13
CUST00994,2021-11-28,Mobile App,2142.49,52.18
CUST05901,2021-02-10,ATM,5148.1,43.25
CUST00957,2021-11-06,Branch Visit,4339.14,48.57
CUST00666,2021-08-26,ATM,2537.75,49.64
CUST09616,2021-11-20,Mobile App,406.05,17.48
CUST00156,2021-02-02,Website,2381.44,52.97
CUST03199,2021-10-31,Branch Visit,2253.47,55.3
CUST04168,2021-12-31,Mobile App,1662.88,30.1
CUST05116,2021-04-13,Website,6619.83,47.39
CUST01568,2021-12-06,ATM,8508.88,5.96
CUST03099,2021-07-25,Branch Visit,884.12,29.48
CUST06157,2021-05-28,Mobile App,5133.56,48.01
CUST07065,2021-05-04,Website,5951.23,14.99
CUST09732,2021-12-14,Branch Visit,2212.98,31.52
CUST03855,2021-02-14,ATM,4882.79,10.29
CUST07963,2021-04-21,Website,3463.85,15.04
CUST04484,2021-06-30,ATM,1337.69,47.01
CUST07049,2021-05-28,Mobile App,3874.17,59.66
CUST02761,2021-12-19,ATM,979.8,26.07
CUST03421,2021-06-16,ATM,3061.1,56.96
CUST08631,2021-07-02,Branch Visit,6904.66,14.51
CUST07316,2021-04-16,Website,6429.54,27.5
CUST06985,2021-03-12,Website,4536.83,37.86
CUST07976,2021-11-16,Branch Visit,160.35,13.49
CUST01948,2021-11-28,Website,4428.52,30.39
CUST01176,2021-04-14,Mobile App,967.34,58.34
CUST03842,2021-03-07,Mobile App,4144.66,11.68
CUST08501,2021-04-18,ATM,4764.7,59.65
CUST00287,2021-10-07,Mobile App,4037.87,6.93
CUST04630,2021-09-13,Branch Visit,8794.41,45.8
CUST06725,2021-03-07,Mobile App,737.06,34.67
CUST02174,2021-12-01,Branch Visit,7520.02,42.47
CUST07946,2021-03-10,ATM,5846.02,49.71
CUST03748,2021-07-18,ATM,1449.76,25.1
CUST07836,2021-04-11,Branch Visit,2349.35,51.54
CUST08779,2021-04-08,Website,9436.3,14.41
CUST03795,2021-02-18,Mobile App,8583.93,30.15
CUST05023,2021-05-25,ATM,9020.4,31.47
CUST01080,2021-04-22,Website,1358.07,41.72
CUST03077,2021-01-03,Branch Visit,7833.9,20.51
CUST07462,2021-04-19,Mobile App,6846.13,17.66
CUST07411,2021-07-12,Mobile App,6212.69,56.31
CUST00964,2021-11-07,Mobile App,5892.49,13.37
CUST05926,2021-01-03,ATM,9144.39,40.95
CUST00674,2021-08-22,ATM,7113.16,24.84
CUST04035,2021-09-13,Branch Visit,273.03,33.18
CUST09957,2021-12-16,Branch Visit,1153.02,5.2
CUST09647,2021-02-28,Mobile App,2127.39,42.77
CUST02873,2021-09-20,Branch Visit,7011.05,45.04
CUST00200,2021-07-31,Mobile App,4575.57,22.48
CUST00387,2021-08-07,Mobile App,1824.95,52.78
CUST03854,2021-11-14,Branch Visit,2950.26,34.12
CUST02048,2021-03-26,Branch Visit,3369.19,31.26
CUST01163,2021-07-23,Branch Visit,7280.59,5.66
CUST05765,2021-10-12,Website,4249.67,45.25
CUST08046,2021-09-07,Branch Visit,6108.23,28.99
CUST02473,2021-06-30,Branch Visit,1852.82,19.31
CUST03490,2021-01-11,Mobile App,7407.11,35.09
CUST08647,2021-06-24,ATM,706.95,9.64
CUST09555,2021-04-12,Mobile App,5175.04,35.43
CUST00808,2021-03-18,Branch Visit,7754.6,30.07
CUST01592,2021-01-08,Branch Visit,8354.07,51.94
CUST04602,2021-12-12,Branch Visit,1155.0,24.18
CUST01439,2021-02-18,Website,7083.43,46.8
CUST05395,2021-10-22,Mobile App,9124.55,39.33
CUST08661,2021-11-21,Website,9042.34,47.68
CUST09783,2021-01-25,Website,5797.51,41.29
CUST06018,2021-03-02,Mobile App,7027.14,24.73
CUST09027,2021-09-15,Website,2012.67,19.96
CUST03860,2021-06-14,Branch Visit,1654.68,7.68
CUST06981,2021-02-09,ATM,5253.96,58.92
CUST08749,2021-01-21,Mobile App,5375.07,41.64
CUST01365,2021-10-29,Branch Visit,8527.56,32.23
CUST06309,2021-05-13,Website,1492.07,11.62
CUST07427,2021-04-25,ATM,6147.14,32.62
CUST09119,2021-07-10,Mobile App,1467.39,8.53
CUST07596,2021-10-11,ATM,3775.16,12.52
CUST02164,2021-04-14,Mobile App,1443.96,46.17
CUST04950,2021-02-02,Branch Visit,8288.71,12.8
CUST03833,2021-08-12,ATM,1048.38,5.34
CUST04874,2021-05-22,ATM,6107.47,39.03
CUST05961,2021-11-23,ATM,5728.61,56.38
CUST00016,2021-03-17,Mobile App,6482.37,10.53
CUST01626,2021-01-15,Branch Visit,2939.71,46.97
CUST05907,2021-07-08,Mobile App,5286.2,59.33
CUST06370,2021-06-08,ATM,2647.83,40.41
CUST00263,2021-01-27,Website,1933.37,41.56
CUST09898,2021-03-16,Mobile App,4481.37,27.54
CUST01614,2021-11-10,Mobile App,7032.83,35.05
CUST07790,2021-10-20,Mobile App,4738.49,41.0
CUST02024,2021-06-13,ATM,3803.06,41.71
CUST05164,2021-12-26,Website,4349.84,14.22
CUST00244,2021-06-21,Website,6448.04,35.38
CUST04599,2021-03-31,ATM,4480.76,43.9
CUST01881,2021-07-12,ATM,3153.83,36.14
CUST09498,2021-06-14,Website,6134.43,13.87
CUST05469,2021-12-16,ATM,7716.56,9.6
CUST01137,2021-05-28,Mobile App,4698.96,50.23
CUST04651,2021-11-04,Website,5477.41,17.86
CUST02705,2021-10-19,Website,3891.04,57.07
CUST03536,2021-06-13,Website,3199.41,19.41
CUST01814,2021-04-14,Branch Visit,5684.01,25.28
CUST07727,2021-06-24,Mobile App,8953.17,27.97
CUST04895,2021-12-18,ATM,3122.74,7.8
CUST06434,2021-06-29,ATM,4511.91,8.47
CUST02987,2021-05-09,Branch Visit,7867.48,8.6
CUST07988,2021-08-12,ATM,4679.18,3.86
CUST03321,2021-05-09,ATM,5175.59,12.1
CUST08482,2021-05-29,Mobile App,1402.1,17.57
CUST03964,2021-07-10,Branch Visit,9520.94,30.45
CUST06793,2021-03-09,Website,6087.65,42.44
CUST09837,2021-10-01,Website,8676.1,16.1
CUST05410,2021-11-29,ATM,2146.86,33.01
CUST02665,2021-10-02,Website,1277.67,39.42
CUST08061,2021-07-31,Website,3365.77,30.68
CUST01052,2021-01-28,Website,9501.15,59.37
CUST01902,2021-03-08,ATM,873.01,33.84
CUST04882,2021-02-14,Mobile App,6416.15,34.15
CUST08323,2021-11-05,Branch Visit,1588.6,14.14
CUST06651,2021-09-14,ATM,2487.54,19.04
CUST02525,2021-07-08,ATM,2799.83,25.37
CUST03735,2021-09-04,Website,6928.44,16.77
CUST03917,2021-11-24,Branch Visit,5973.0,22.46
CUST06653,2021-04-05,Branch Visit,3693.45,52.33
CUST07839,2021-06-13,Website,8025.66,47.23
CUST05991,2021-03-16,ATM,5907.74,45.16
CUST01718,2021-09-04,Website,9213.05,16.88
CUST05980,2021-11-20,Website,4892.24,34.46
CUST06050,2021-08-09,Website,3878.8,14.43
CUST02680,2021-06-10,Mobile App,389.13,59.76
CUST07244,2021-12-12,Website,1361.68,9.23
CUST04668,2021-09-05,Branch Visit,2878.0,8.49
CUST09836,2021-03-08,Mobile App,2154.15,54.62
CUST08200,2021-08-31,Website,3680.84,7.24
CUST04543,2021-11-10,ATM,3929.14,51.18
CUST01926,2021-12-22,Mobile App,9960.68,1.81
CUST06718,2021-12-01,Website,4350.74,4.28
CUST09536,2021-09-25,Website,5754.49,39.28
CUST06830,2021-04-18,Mobile App,2139.63,39.3
CUST03013,2021-08-14,Mobile App,3024.93,53.82
CUST02747,2021-07-25,Mobile App,6978.02,46.65
CUST01802,2021-01-13,Mobile App,1157.64,3.94
CUST04613,2021-04-28,Branch Visit,5837.2,32.46
CUST01504,2021-01-26,Mobile App,8297.54,32.23
CUST06570,2021-01-25,ATM,1365.65,47.33
CUST00040,2021-07-12,Website,3093.4,10.35
CUST03873,2021-04-02,Website,6279.69,1.74
CUST03762,2021-05-21,Branch Visit,4431.13,50.99
CUST01945,2021-07-22,Website,9579.46,27.34
CUST01411,2021-11-12,Mobile App,1918.34,36.96
CUST03030,2021-12-05,Mobile App,3099.98,30.32
CUST00657,2021-11-25,Website,3149.34,40.33
CUST05961,2021-12-10,Website,2331.38,25.25
CUST05865,2021-09-14,Website,8673.33,11.38
CUST06862,2021-07-26,Branch Visit,3326.64,37.21
CUST03367,2021-05-29,Branch Visit,366.14,34.81
CUST02630,2021-11-17,ATM,9839.83,23.6
CUST06423,2021-02-14,Website,6925.64,12.3
CUST08265,2021-05-13,Mobile App,2194.96,14.49
CUST01750,2021-11-21,Mobile App,771.36,36.96
CUST01509,2021-10-19,Mobile App,6642.88,3.95
CUST05905,2021-04-16,Mobile App,6395.77,31.53
CUST06488,2021-01-24,ATM,5658.87,13.85
CUST05393,2021-08-24,Branch Visit,2653.38,1.24
CUST04830,2021-09-14,Website,1305.02,8.51
CUST04862,2021-07-01,ATM,7069.1,29.71
CUST07212,2021-06-04,Branch Visit,489.11,8.99
CUST05316,2021-10-03,Branch Visit,3695.77,37.98
CUST03107,2021-12-09,Branch Visit,9099.11,17.18
CUST05836,2021-01-28,ATM,3205.98,15.39
CUST09177,2021-04-11,Website,7061.84,32.57
CUST07736,2021-09-30,Website,3240.16,18.22
CUST04182,2021-08-19,Mobile App,3710.38,41.53
CUST05832,2021-01-25,Website,6475.45,26.72
CUST03154,2021-11-17,Website,8465.22,45.95
CUST04741,2021-09-20,Mobile App,1852.71,17.33
CUST03029,2021-08-13,ATM,5849.94,10.96
CUST01856,2021-09-27,ATM,1398.6,20.25
CUST06273,2021-05-19,Website,2910.22,28.17
CUST06365,2021-09-22,Website,1539.92,14.47
CUST06920,2021-01-21,Website,7790.2,53.58
CUST08381,2021-11-26,Website,4916.12,34.78
CUST09782,2021-02-14,ATM,6102.81,55.77
CUST04999,2021-04-02,Branch Visit,6456.94,37.05
CUST04013,2021-03-27,ATM,2881.37,9.19
CUST05760,2021-01-20,Mobile App,7212.83,23.78
CUST01859,2021-08-18,Website,8367.05,14.27
CUST02201,2021-06-02,Branch Visit,6286.66,57.33
CUST05822,2021-04-01,Website,8532.21,2.86
CUST00818,2021-05-16,Website,9583.15,28.7
CUST06710,2021-06-30,Website,6299.22,48.16
CUST08945,2021-08-09,Mobile App,9307.18,18.51
CUST07240,2021-07-11,Branch Visit,9353.87,34.68
CUST04086,2021-12-01,Website,3054.76,26.46
CUST01731,2021-10-20,Website,1065.89,32.14
CUST02186,2021-09-18,ATM,5205.61,25.75
CUST09207,2021-03-26,ATM,4505.65,6.76
CUST01807,2021-09-16,Mobile App,6812.85,52.28
CUST01877,2021-07-24,Branch Visit,813.87,56.54
CUST03686,2021-10-22,ATM,5862.03,17.18
CUST06561,2021-11-05,ATM,3077.24,7.03
CUST03319,2021-11-17,Website,2018.88,5.15
CUST03655,2021-03-13,Website,3484.66,24.14
CUST04245,2021-03-19,Mobile App,7861.96,14.02
CUST05827,2021-01-12,Branch Visit,1215.82,31.6
CUST04393,2021-10-19,Branch Visit,4077.26,46.67
CUST05963,2021-04-06,Branch Visit,7848.46,21.42
CUST04339,2021-01-27,Website,160.97,24.79
CUST00237,2021-11-14,ATM,3021.3,3.52
CUST03582,2021-07-01,Website,811.32,8.84
CUST08702,2021-05-31,Website,6141.83,44.5
CUST03182,2021-12-04,Website,494.4,52.96
CUST00155,2021-05-10,ATM,3654.43,30.82
CUST09805,2021-09-13,ATM,2024.7,8.77
CUST06378,2021-12-27,ATM,3789.74,37.82
CUST09526,2021-01-12,ATM,8077.33,40.07
CUST04854,2021-02-16,Website,1368.13,26.47
CUST07070,2021-05-19,Website,1958.39,35.69
CUST03065,2021-01-02,Mobile App,5039.83,59.5
CUST05778,2021-06-03,Branch Visit,7193.68,21.56
CUST08385,2021-07-15,ATM,2874.9,39.33
CUST00139,2021-01-13,Website,3692.09,31.51
CUST00668,2021-12-23,ATM,5624.24,54.9
CUST03536,2021-09-04,Branch Visit,2690.28,33.98
CUST02697,2021-12-18,Branch Visit,6873.78,15.12
CUST03589,2021-05-11,Mobile App,7642.23,25.55
CUST02368,2021-04-09,Website,8783.24,48.85
CUST05080,2021-01-16,Mobile App,3178.02,43.29
CUST00348,2021-12-31,Branch Visit,1391.06,31.83
CUST07226,2021-10-09,Website,3141.74,2.99
CUST02591,2021-04-17,Website,9194.95,51.49
CUST00718,2021-06-13,Website,1875.95,57.4
CUST01095,2021-04-09,Mobile App,6581.75,33.3
CUST09097,2021-08-07,ATM,2598.71,13.16
CUST05155,2021-09-28,ATM,1992.0,52.34
CUST04315,2021-04-14,ATM,2451.53,11.33
CUST00212,2021-03-21,Mobile App,9744.18,29.25
CUST04347,2021-10-08,Mobile App,3914.17,28.87
CUST07309,2021-11-20,Website,3297.18,11.11
CUST08451,2021-11-16,Website,5875.19,6.35
CUST05845,2021-07-09,ATM,9391.7,24.43
CUST09326,2021-01-16,ATM,9894.98,55.2
CUST03660,2021-06-19,Website,6143.49,4.31
CUST06421,2021-04-18,Mobile App,8090.66,53.92
CUST02788,2021-12-16,Mobile App,3094.43,6.56
CUST02089,2021-11-27,Mobile App,1595.34,9.98
CUST03634,2021-08-14,Mobile App,4454.98,13.02
CUST02540,2021-12-10,ATM,9373.23,28.85
CUST03901,2021-03-08,Website,6498.37,39.24
CUST00350,2021-01-28,Branch Visit,7342.14,59.94
CUST02185,2021-06-17,ATM,4505.36,45.12
CUST07089,2021-07-01,Branch Visit,1819.83,8.55
CUST07561,2021-06-26,Mobile App,3841.55,45.92
CUST09130,2021-09-29,Website,1095.37,22.99
CUST00622,2021-12-05,Branch Visit,6212.76,21.66
CUST09604,2021-02-16,Branch Visit,8017.67,4.4
CUST05731,2021-01-17,Website,8306.48,14.04
CUST02339,2021-07-23,ATM,3281.23,50.38
CUST00249,2021-04-11,Mobile App,3081.44,7.43
CUST05955,2021-03-20,Branch Visit,9169.94,57.96
CUST05948,2021-07-07,Website,6644.37,52.34
CUST03269,2021-07-25,ATM,1363.94,1.18
CUST01185,2021-02-01,Website,1805.04,55.99
CUST06178,2021-08-06,Website,494.04,37.56
CUST08679,2021-02-17,Branch Visit,6465.65,50.41
CUST08572,2021-10-06,ATM,4546.0,39.26
CUST05190,2021-02-12,ATM,1999.5,55.3
CUST09210,2021-03-26,Branch Visit,2469.6,51.26
CUST06448,2021-12-20,ATM,7387.2,10.05
CUST08480,2021-03-22,ATM,3253.57,25.06
CUST04697,2021-09-08,Branch Visit,9309.19,59.03
CUST02164,2021-01-03,Mobile App,7310.71,53.99
CUST05417,2021-05-26,Website,2064.7,58.91
CUST01664,2021-03-16,Mobile App,3676.45,37.66
CUST07533,2021-07-01,Website,1789.55,26.85
CUST06497,2021-02-16,Branch Visit,8173.29,17.51
CUST06473,2021-08-31,Branch Visit,6601.82,24.39
CUST08021,2021-02-28,Mobile App,5981.79,2.82
CUST03721,2021-06-30,Mobile App,4057.17,47.62
CUST01460,2021-10-22,Website,4227.83,44.48
CUST09471,2021-08-08,Website,7068.1,32.65
CUST07838,2021-05-23,Website,4915.15,26.43
CUST08749,2021-11-10,ATM,2533.1,5.17
CUST06869,2021-09-28,Website,7201.83,49.88
CUST08983,2021-01-13,Branch Visit,3269.79,31.2
CUST01031,2021-04-12,Branch Visit,9967.08,9.25
CUST08328,2021-02-27,Mobile App,7331.64,3.04
CUST04244,2021-03-28,Branch Visit,8848.04,15.34
CUST04291,2021-01-30,Branch Visit,9294.26,27.42
CUST01851,2021-02-10,Branch Visit,4150.39,27.77
CUST04320,2021-04-22,Website,348.04,51.65
CUST05980,2021-08-07,Branch Visit,1419.23,29.46
CUST07430,2021-11-09,Website,9484.59,11.64
CUST05831,2021-04-20,Website,5681.28,32.86
CUST04415,2021-02-22,ATM,3352.41,9.94
CUST00363,2021-10-05,Mobile App,2833.52,35.0
CUST00935,2021-02-12,Mobile App,9223.45,6.61
CUST02002,2021-05-18,Branch Visit,4351.91,41.95
CUST08265,2021-05-13,Branch Visit,1494.63,54.5
CUST04564,2021-01-22,Mobile App,2857.59,27.6
CUST02086,2021-12-13,Website,8406.91,21.49
CUST04785,2021-06-23,Mobile App,4979.91,9.07
CUST01460,2021-05-26,Branch Visit,7551.41,4.67
CUST03212,2021-10-17,Mobile App,422.56,46.87
CUST08523,2021-08-17,Website,2218.64,48.04
CUST07735,2021-02-13,Branch Visit,5929.86,11.13
CUST07998,2021-11-06,ATM,6638.57,33.87
CUST07922,2021-10-18,Website,6795.88,22.68
CUST04576,2021-09-20,Mobile App,9451.62,22.55
CUST06067,2021-10-25,Branch Visit,5307.16,3.48
CUST00172,2021-07-14,ATM,3778.56,19.38
CUST00894,2021-12-06,ATM,5601.18,3.91
CUST03370,2021-04-12,Mobile App,1490.73,40.03
CUST01682,2021-04-18,ATM,1438.81,27.89
CUST07434,2021-05-03,Branch Visit,2366.91,40.88
CUST08006,2021-04-17,Branch Visit,8014.91,7.52
CUST04700,2021-09-28,Website,6723.65,38.46
CUST06556,2021-02-07,ATM,2844.71,36.6
CUST08438,2021-08-06,Branch Visit,4516.93,24.27
CUST01629,2021-12-16,Website,4538.59,40.4
CUST03238,2021-01-16,Website,7099.49,5.85
CUST01045,2021-11-30,Branch Visit,3578.16,45.53
CUST05959,2021-11-25,Mobile App,2510.95,34.49
CUST00814,2021-06-15,Branch Visit,6761.04,56.6
CUST03544,2021-04-24,Mobile App,8451.09,17.05
CUST07752,2021-04-20,Website,4939.93,1.05
CUST02995,2021-09-15,Mobile App,9589.73,29.3
CUST04782,2021-05-29,Mobile App,1060.87,59.37
CUST01361,2021-06-21,Mobile App,6595.89,14.58
CUST07343,2021-03-25,Website,8762.28,3.36
CUST08014,2021-08-24,ATM,929.48,13.29
CUST04252,2021-08-31,Website,9960.98,49.25
CUST04124,2021-11-22,ATM,6854.44,36.21
CUST06654,2021-09-13,Website,4780.3,38.93
CUST06127,2021-04-28,Mobile App,823.93,28.22
CUST05514,2021-08-08,Branch Visit,4836.48,56.69
CUST06518,2021-07-30,Website,4826.8,44.86
CUST09467,2021-11-05,Mobile App,3861.56,29.45
CUST08846,2021-09-23,Branch Visit,7227.59,8.01
CUST01226,2021-07-12,Branch Visit,2058.48,51.23
CUST09574,2021-09-14,Mobile App,3125.73,28.99
CUST04340,2021-11-02,Mobile App,2599.81,56.78
CUST01015,2021-06-11,Mobile App,4672.4,32.51
CUST04430,2021-07-29,Website,1991.05,32.75
CUST05038,2021-10-05,ATM,9596.19,29.84
CUST07276,2021-08-22,Branch Visit,552.82,21.78
CUST05081,2021-09-29,ATM,6020.51,18.17
CUST07871,2021-09-04,Website,8858.91,24.89
CUST03144,2021-12-22,Website,8163.3,38.9
CUST01751,2021-11-09,Website,8058.83,59.65
CUST01463,2021-11-26,Website,8570.56,45.48
CUST01407,2021-03-14,Mobile App,7557.5,6.16
CUST04090,2021-12-27,ATM,5330.52,53.21
CUST02407,2021-01-24,Website,7862.94,48.83
CUST02995,2021-10-18,ATM,3959.94,30.19
CUST06850,2021-10-28,ATM,220.33,14.39
CUST01776,2021-02-17,Website,3529.02,59.36
CUST08186,2021-08-16,Website,3435.5,58.93
CUST03329,2021-10-04,ATM,7201.65,18.62
CUST00151,2021-06-24,Website,4165.23,28.06
CUST03700,2021-11-12,ATM,8730.64,52.05
CUST09907,2021-07-07,ATM,1148.7,43.34
