CustomerID,BillDate,Amount,PaymentStatus,PaymentMethod,PaymentDate
CUST09166,2021-06-14,16610.01,Paid,Card,2021-06-14
CUST09980,2021-08-11,16957.68,Paid,UPI,2021-08-14
CUST00651,2021-08-29,18280.51,Late,Net Banking,2021-09-04
CUST00049,2021-04-15,2091.46,Paid,Net Banking,2021-04-16
CUST05565,2021-08-12,5165.52,Paid,Wallet,2021-08-15
CUST02110,2021-04-01,10948.13,Paid,UPI,2021-04-04
CUST08834,2021-08-20,2578.42,Paid,Card,2021-08-23
CUST04464,2021-04-17,17592.45,Paid,Net Banking,2021-04-22
CUST05971,2021-09-24,12146.04,Paid,UPI,2021-09-29
CUST00440,2021-12-27,19306.92,Late,Net Banking,2022-01-09
CUST00618,2021-09-14,14532.06,Paid,Card,2021-09-19
CUST01013,2021-02-06,5160.77,Paid,Net Banking,2021-02-07
CUST02962,2021-10-15,8007.17,Paid,Wallet,2021-10-15
CUST00662,2021-04-19,17435.12,Paid,Card,2021-04-21
CUST09690,2021-05-10,19333.24,Late,UPI,2021-05-18
CUST02130,2021-02-26,16416.99,Paid,Wallet,2021-02-26
CUST05177,2021-01-18,16302.81,Paid,Net Banking,2021-01-20
CUST05582,2021-07-13,1356.42,Paid,UPI,2021-07-14
CUST02842,2021-12-13,12117.8,Paid,Wallet,2021-12-13
CUST08135,2021-11-09,16522.03,Paid,Card,2021-11-13
CUST01075,2021-10-10,1554.26,Late,Card,2021-10-25
CUST04543,2021-08-20,640.99,Missed,Net Banking,
CUST04127,2021-12-13,12235.52,Paid,Wallet,2021-12-13
CUST04794,2021-07-17,4900.34,Paid,Net Banking,2021-07-22
CUST05444,2021-10-11,8106.86,Paid,UPI,2021-10-12
CUST09884,2021-01-24,8662.05,Paid,Card,2021-01-28
CUST03165,2021-07-15,2574.49,Paid,UPI,2021-07-20
CUST00809,2021-07-16,13179.01,Paid,Card,2021-07-20
CUST02609,2021-09-09,1916.3,Missed,Wallet,
CUST00597,2021-02-06,17434.32,Paid,UPI,2021-02-08
CUST09062,2021-01-12,6069.64,Paid,UPI,2021-01-14
CUST05562,2021-06-11,11828.31,Paid,Card,2021-06-14
CUST06505,2021-08-07,5439.79,Paid,Net Banking,2021-08-07
CUST08854,2021-05-03,17437.84,Paid,Wallet,2021-05-05
CUST04750,2021-12-26,2363.35,Paid,UPI,2021-12-31
CUST08810,2021-04-27,19247.89,Paid,Wallet,2021-04-27
CUST03560,2021-10-07,19279.91,Late,Net Banking,2021-10-14
CUST03738,2021-01-22,15622.65,Late,Card,2021-01-29
CUST02953,2021-08-24,19248.08,Missed,UPI,
CUST06875,2021-08-25,4287.5,Paid,UPI,2021-08-25
CUST07420,2021-09-18,7782.58,Late,Card,2021-10-04
CUST04765,2021-01-01,19562.7,Late,Net Banking,2021-01-16
CUST05921,2021-06-19,18293.55,Paid,UPI,2021-06-23
CUST00847,2021-05-17,11605.23,Late,Card,2021-05-24
CUST08167,2021-09-04,15929.23,Paid,Net Banking,2021-09-04
CUST00445,2021-10-15,4335.25,Late,UPI,2021-10-30
CUST05300,2021-06-07,18340.84,Paid,Wallet,2021-06-09
CUST02532,2021-11-20,17815.55,Missed,UPI,
CUST03243,2021-10-23,3406.55,Paid,Net Banking,2021-10-26
CUST03506,2021-06-12,18774.3,Missed,Wallet,
CUST03828,2021-07-03,8665.46,Missed,UPI,
CUST03383,2021-10-20,4269.95,Paid,UPI,2021-10-25
CUST06459,2021-10-08,7855.5,Paid,UPI,2021-10-12
CUST01126,2021-08-23,3098.17,Paid,Wallet,2021-08-23
CUST00311,2021-06-08,6697.41,Paid,Wallet,2021-06-12
CUST03390,2021-12-23,18903.54,Missed,Net Banking,
CUST08370,2021-12-18,7017.56,Paid,Card,2021-12-23
CUST09274,2021-07-22,14794.69,Paid,Wallet,2021-07-23
CUST00956,2021-09-29,10585.89,Paid,Wallet,2021-09-30
CUST00388,2021-04-04,4094.82,Paid,UPI,2021-04-05
CUST01693,2021-06-03,16774.12,Late,Net Banking,2021-06-15
CUST08721,2021-03-05,14642.45,Paid,Wallet,2021-03-08
CUST08110,2021-10-10,7545.46,Paid,Wallet,2021-10-15
CUST03770,2021-03-13,1853.81,Paid,Wallet,2021-03-13
CUST08524,2021-08-04,14099.48,Paid,Card,2021-08-06
CUST01939,2021-01-27,13906.24,Paid,Card,2021-01-29
CUST07362,2021-08-15,10228.94,Paid,Card,2021-08-20
CUST06989,2021-05-22,5248.01,Late,Net Banking,2021-06-07
CUST04419,2021-05-23,13229.88,Paid,UPI,2021-05-26
CUST09410,2021-09-22,16236.22,Paid,UPI,2021-09-23
CUST09081,2021-06-10,19808.88,Paid,Card,2021-06-11
CUST04828,2021-03-09,9783.28,Late,UPI,2021-03-24
CUST07633,2021-10-06,1843.08,Paid,UPI,2021-10-08
CUST08376,2021-04-03,4350.52,Paid,Card,2021-04-08
CUST02824,2021-07-07,16115.4,Paid,Card,2021-07-08
CUST04951,2021-07-01,11693.98,Paid,Card,2021-07-06
CUST01932,2021-01-27,4283.08,Paid,Card,2021-01-30
CUST05579,2021-05-20,14068.67,Paid,Wallet,2021-05-21
CUST05796,2021-10-31,3036.81,Late,Net Banking,2021-11-12
CUST05763,2021-06-10,6413.12,Late,Card,2021-06-25
CUST01729,2021-05-13,19671.48,Paid,UPI,2021-05-16
CUST00821,2021-12-11,3294.34,Paid,Wallet,2021-12-13
CUST09381,2021-10-12,6124.86,Missed,Net Banking,
CUST02712,2021-12-04,11989.97,Paid,Wallet,2021-12-06
CUST03336,2021-09-30,10371.64,Paid,UPI,2021-10-02
CUST04900,2021-05-08,5958.37,Late,Net Banking,2021-05-28
CUST00425,2021-07-16,8721.05,Paid,Net Banking,2021-07-21
CUST06164,2021-02-03,19973.38,Paid,UPI,2021-02-08
CUST03935,2021-09-28,13424.7,Late,Net Banking,2021-10-10
CUST06352,2021-07-03,3769.81,Paid,Net Banking,2021-07-05
CUST00649,2021-10-19,3685.9,Missed,UPI,
CUST01873,2021-10-27,19038.7,Paid,Wallet,2021-11-01
CUST02593,2021-06-29,7781.63,Paid,Wallet,2021-07-02
CUST02205,2021-06-01,11469.82,Paid,Card,2021-06-02
CUST01133,2021-06-04,14099.55,Late,UPI,2021-06-16
CUST04955,2021-10-14,14851.31,Late,Wallet,2021-10-21
CUST04469,2021-03-21,12377.99,Paid,Wallet,2021-03-22
CUST09506,2021-06-01,14370.16,Missed,Card,
CUST08626,2021-02-24,10920.99,Late,Wallet,2021-03-03
CUST09669,2021-08-03,12434.24,Paid,Wallet,2021-08-06
CUST06770,2021-09-18,6563.99,Paid,Card,2021-09-23
CUST08851,2021-05-27,12999.31,Late,Wallet,2021-06-11
CUST00150,2021-10-08,5021.56,Paid,Card,2021-10-09
CUST00493,2021-12-31,5559.68,Paid,Wallet,2021-12-31
CUST01168,2021-02-08,11790.18,Paid,Net Banking,2021-02-11
CUST08143,2021-07-02,6368.7,Paid,UPI,2021-07-02
CUST09599,2021-05-17,17921.11,Late,Wallet,2021-06-06
CUST07317,2021-01-13,10532.09,Paid,Net Banking,2021-01-17
CUST09033,2021-07-06,17269.73,Paid,Card,2021-07-09
CUST07183,2021-03-19,1293.64,Paid,Wallet,2021-03-24
CUST01390,2021-04-04,3510.14,Paid,Card,2021-04-08
CUST02449,2021-06-08,14515.77,Late,UPI,2021-06-27
CUST03002,2021-04-30,17403.07,Late,Net Banking,2021-05-06
CUST07800,2021-03-05,12508.22,Missed,UPI,
CUST03641,2021-12-20,5127.22,Paid,Card,2021-12-21
CUST04483,2021-03-07,17684.53,Paid,UPI,2021-03-08
CUST05769,2021-09-16,15725.32,Paid,Wallet,2021-09-20
CUST09873,2021-08-30,3071.21,Paid,UPI,2021-09-01
CUST06086,2021-10-25,17756.36,Late,Card,2021-11-06
CUST06309,2021-05-12,19319.24,Paid,Card,2021-05-17
CUST05979,2021-11-27,9327.76,Paid,Card,2021-11-27
CUST05963,2021-03-08,15079.26,Paid,Wallet,2021-03-09
CUST04153,2021-01-31,6211.46,Paid,Net Banking,2021-02-01
CUST02594,2021-03-17,14565.23,Paid,Net Banking,2021-03-21
CUST04656,2021-08-02,17271.75,Paid,Net Banking,2021-08-02
CUST03226,2021-02-17,8828.7,Paid,Net Banking,2021-02-21
CUST08312,2021-06-02,6113.93,Paid,UPI,2021-06-06
CUST04254,2021-06-11,19365.1,Paid,Card,2021-06-14
CUST04341,2021-01-10,3083.34,Paid,Card,2021-01-10
CUST01603,2021-07-15,9008.31,Paid,UPI,2021-07-17
CUST08323,2021-12-18,16475.14,Late,Wallet,2021-12-27
CUST07101,2021-12-02,3672.53,Paid,Wallet,2021-12-04
CUST08686,2021-04-12,12611.39,Paid,Card,2021-04-14
CUST04416,2021-08-06,19389.38,Paid,Net Banking,2021-08-08
CUST01798,2021-06-08,2097.11,Late,Wallet,2021-06-25
CUST02806,2021-04-18,2848.03,Missed,Wallet,
CUST01374,2021-03-20,15796.6,Paid,Card,2021-03-24
CUST08757,2021-03-07,8204.31,Paid,Wallet,2021-03-11
CUST02573,2021-05-29,3030.28,Missed,Net Banking,
CUST00069,2021-08-04,17359.23,Paid,Wallet,2021-08-09
CUST06044,2021-07-28,16251.87,Paid,Card,2021-08-02
CUST02008,2021-10-16,6629.28,Paid,UPI,2021-10-17
CUST06784,2021-07-26,607.85,Late,Net Banking,2021-08-01
CUST03369,2021-07-11,19781.86,Missed,Card,
CUST00836,2021-07-14,16587.34,Paid,UPI,2021-07-14
CUST07958,2021-12-26,3209.85,Paid,Net Banking,2021-12-26
CUST01398,2021-01-05,12083.15,Paid,Net Banking,2021-01-10
CUST08897,2021-09-06,7186.71,Paid,Wallet,2021-09-11
CUST06608,2021-04-15,11751.15,Paid,UPI,2021-04-15
CUST09293,2021-12-18,9383.71,Paid,Wallet,2021-12-22
CUST01060,2021-11-22,6311.6,Paid,Wallet,2021-11-26
CUST02222,2021-09-06,11138.75,Late,Wallet,2021-09-20
CUST01728,2021-10-08,11045.12,Missed,UPI,
CUST09053,2021-10-10,17015.45,Late,Net Banking,2021-10-16
CUST09921,2021-03-01,4295.83,Paid,Net Banking,2021-03-02
CUST04568,2021-12-08,3674.34,Paid,Net Banking,2021-12-10
CUST06062,2021-06-08,10891.48,Paid,Card,2021-06-13
CUST04505,2021-08-25,6593.92,Paid,Net Banking,2021-08-28
CUST03452,2021-02-25,13720.25,Paid,UPI,2021-02-25
CUST03819,2021-04-03,11593.93,Late,Net Banking,2021-04-13
CUST05316,2021-08-15,15605.5,Paid,Card,2021-08-17
CUST00945,2021-11-21,11491.24,Paid,Card,2021-11-25
CUST02166,2021-04-10,4540.81,Late,UPI,2021-04-23
CUST08532,2021-08-18,9632.29,Late,UPI,2021-08-26
CUST08757,2021-12-17,4974.33,Paid,Card,2021-12-21
CUST07618,2021-07-03,10617.67,Paid,Card,2021-07-08
CUST08474,2021-05-05,4913.93,Paid,Net Banking,2021-05-06
CUST04223,2021-08-29,9202.95,Late,Net Banking,2021-09-18
CUST02701,2021-01-09,12039.43,Paid,UPI,2021-01-11
CUST03973,2021-06-03,19100.53,Paid,Net Banking,2021-06-03
CUST03410,2021-10-11,14758.59,Paid,Card,2021-10-11
CUST08190,2021-05-27,1656.84,Paid,UPI,2021-06-01
CUST03717,2021-05-02,3613.57,Paid,Card,2021-05-07
CUST05464,2021-03-30,5292.19,Paid,UPI,2021-04-04
CUST06924,2021-09-21,9547.38,Late,Net Banking,2021-09-28
CUST03040,2021-07-31,16941.06,Paid,Wallet,2021-08-03
CUST08544,2021-09-27,7567.16,Late,Net Banking,2021-10-13
CUST07598,2021-10-11,8196.46,Late,UPI,2021-10-20
CUST02206,2021-10-24,829.34,Paid,Net Banking,2021-10-26
CUST09162,2021-04-14,13606.91,Paid,Wallet,2021-04-17
CUST07047,2021-04-30,6136.92,Paid,Net Banking,2021-05-04
CUST01823,2021-11-08,9123.13,Paid,Net Banking,2021-11-11
CUST05728,2021-09-16,5682.2,Paid,Card,2021-09-21
CUST02268,2021-07-09,15891.67,Missed,Wallet,
CUST07545,2021-04-09,9233.28,Paid,Net Banking,2021-04-10
CUST04213,2021-06-11,5774.31,Late,Card,2021-06-30
CUST05730,2021-03-28,15397.98,Paid,Net Banking,2021-04-02
CUST05384,2021-06-21,17297.23,Missed,UPI,
CUST06097,2021-02-22,17745.81,Paid,Card,2021-02-27
CUST09284,2021-04-10,11717.18,Late,Net Banking,2021-04-18
CUST03460,2021-06-12,4588.66,Paid,Net Banking,2021-06-16
CUST02549,2021-11-18,1407.39,Paid,Net Banking,2021-11-21
CUST06246,2021-11-01,899.08,Paid,Card,2021-11-02
CUST08446,2021-07-23,17541.88,Missed,Wallet,
CUST01452,2021-06-21,3538.16,Late,Card,2021-06-28
CUST08443,2021-10-26,4199.26,Paid,Card,2021-10-30
CUST09907,2021-11-26,15875.67,Paid,Card,2021-11-30
CUST07598,2021-12-14,15453.23,Paid,Wallet,2021-12-16
CUST02248,2021-01-13,6329.0,Paid,Card,2021-01-15
CUST09088,2021-02-16,17229.02,Paid,Net Banking,2021-02-19
CUST07302,2021-05-25,17381.03,Paid,Wallet,2021-05-27
CUST01869,2021-08-26,3777.07,Paid,Net Banking,2021-08-27
CUST01933,2021-05-31,6661.02,Paid,Net Banking,2021-06-03
CUST00538,2021-07-30,7796.56,Paid,Net Banking,2021-08-01
CUST07840,2021-02-15,16546.1,Paid,Card,2021-02-18
CUST05665,2021-02-22,12508.22,Paid,Wallet,2021-02-27
CUST04202,2021-01-02,15018.76,Paid,Net Banking,2021-01-04
CUST07050,2021-02-09,5106.16,Paid,Net Banking,2021-02-12
CUST05359,2021-05-25,16674.14,Paid,Wallet,2021-05-28
CUST04906,2021-06-10,9697.83,Late,Net Banking,2021-06-28
CUST05795,2021-09-02,4066.16,Paid,UPI,2021-09-06
CUST04212,2021-05-08,6094.54,Late,Card,2021-05-27
CUST05541,2021-03-11,11617.74,Paid,Net Banking,2021-03-15
CUST00262,2021-07-16,17819.08,Late,Card,2021-07-26
CUST01353,2021-08-16,2713.64,Paid,Card,2021-08-18
CUST00712,2021-01-10,15401.78,Paid,UPI,2021-01-12
CUST05933,2021-06-04,12371.88,Late,Card,2021-06-23
CUST09082,2021-09-01,16036.79,Paid,UPI,2021-09-04
CUST04970,2021-08-28,2121.84,Paid,UPI,2021-09-02
CUST05749,2021-05-15,9935.38,Missed,Card,
CUST00843,2021-08-18,15743.75,Late,Wallet,2021-08-26
CUST05233,2021-02-22,9127.66,Paid,Net Banking,2021-02-23
CUST07955,2021-02-05,16197.23,Late,Wallet,2021-02-11
CUST03097,2021-07-19,8553.66,Late,Wallet,2021-08-06
CUST07490,2021-07-10,12095.45,Paid,UPI,2021-07-13
CUST09477,2021-06-10,3380.22,Paid,Card,2021-06-15
CUST04955,2021-04-15,7619.59,Paid,Net Banking,2021-04-16
CUST06859,2021-01-18,13957.16,Paid,UPI,2021-01-23
CUST00432,2021-03-04,1812.78,Paid,Wallet,2021-03-05
CUST01650,2021-08-01,18795.32,Paid,Card,2021-08-01
CUST01865,2021-01-04,6155.78,Paid,Wallet,2021-01-08
CUST03717,2021-03-22,3584.83,Paid,Net Banking,2021-03-25
CUST03786,2021-11-16,4765.41,Paid,Card,2021-11-17
CUST00827,2021-02-10,4003.8,Paid,Wallet,2021-02-15
CUST03477,2021-07-16,5364.76,Paid,Net Banking,2021-07-18
CUST05012,2021-07-11,19527.34,Missed,Net Banking,
CUST04578,2021-10-16,16696.49,Paid,Card,2021-10-18
CUST03832,2021-10-06,12902.42,Paid,Wallet,2021-10-07
CUST03520,2021-06-11,5121.8,Paid,UPI,2021-06-14
CUST05142,2021-02-19,18978.06,Paid,UPI,2021-02-19
CUST03409,2021-06-23,10730.41,Paid,UPI,2021-06-24
CUST00805,2021-10-03,17634.59,Paid,Wallet,2021-10-04
CUST07975,2021-01-09,19130.21,Missed,Wallet,
CUST07168,2021-02-09,3933.01,Paid,Wallet,2021-02-11
CUST04113,2021-10-11,4937.03,Paid,UPI,2021-10-12
CUST08480,2021-11-04,14872.9,Paid,UPI,2021-11-06
CUST03261,2021-06-18,16969.08,Paid,Wallet,2021-06-20
CUST07470,2021-05-07,4144.63,Paid,Card,2021-05-12
CUST05627,2021-08-23,8907.58,Paid,Net Banking,2021-08-23
CUST06847,2021-12-27,9394.8,Late,Net Banking,2022-01-13
CUST03471,2021-01-16,9157.36,Paid,Card,2021-01-18
CUST09736,2021-05-14,5173.1,Paid,Net Banking,2021-05-19
CUST06352,2021-07-23,6969.31,Paid,Wallet,2021-07-25
CUST03607,2021-12-21,8068.13,Paid,Card,2021-12-22
CUST08908,2021-01-28,4820.12,Paid,UPI,2021-02-02
CUST07527,2021-04-20,1595.83,Paid,Card,2021-04-22
CUST08440,2021-12-24,19352.58,Paid,Card,2021-12-26
CUST01438,2021-09-09,17245.96,Late,UPI,2021-09-15
CUST07295,2021-05-02,15966.14,Late,Net Banking,2021-05-21
CUST08264,2021-02-22,5909.23,Paid,Wallet,2021-02-24
CUST09856,2021-09-04,7328.3,Missed,UPI,
CUST04045,2021-05-20,4679.95,Late,Wallet,2021-06-08
CUST08138,2021-06-28,8340.29,Paid,UPI,2021-07-02
CUST09924,2021-03-27,6579.3,Paid,Net Banking,2021-03-30
CUST03309,2021-08-06,4665.93,Missed,Card,
CUST01863,2021-07-20,16583.21,Missed,Net Banking,
CUST04341,2021-07-03,16583.68,Paid,Net Banking,2021-07-06
CUST04221,2021-09-02,16097.49,Paid,Card,2021-09-07
CUST02344,2021-09-29,10076.35,Late,Net Banking,2021-10-18
CUST02754,2021-11-23,10201.74,Paid,Net Banking,2021-11-28
CUST02968,2021-10-13,8569.18,Paid,Net Banking,2021-10-18
CUST04419,2021-11-01,8145.09,Missed,Card,
CUST09259,2021-05-06,7144.11,Paid,Card,2021-05-09
CUST00944,2021-01-19,7016.12,Paid,Net Banking,2021-01-22
CUST00691,2021-07-30,17884.69,Paid,Wallet,2021-08-01
CUST04336,2021-08-15,14014.64,Late,Card,2021-09-03
CUST09325,2021-06-18,7135.01,Late,UPI,2021-06-30
CUST06773,2021-03-09,19828.29,Late,Wallet,2021-03-24
CUST09310,2021-10-17,15219.82,Paid,UPI,2021-10-22
CUST01309,2021-10-21,3202.74,Paid,Card,2021-10-24
CUST00462,2021-08-19,11081.39,Paid,Net Banking,2021-08-23
CUST06221,2021-01-20,11627.27,Late,Card,2021-02-01
CUST00473,2021-10-04,14043.26,Paid,UPI,2021-10-07
CUST03584,2021-03-01,5967.28,Paid,Wallet,2021-03-01
CUST00824,2021-01-13,1661.28,Missed,Wallet,
CUST07073,2021-12-24,663.87,Paid,UPI,2021-12-29
CUST01820,2021-03-13,9771.26,Late,Card,2021-03-27
CUST03110,2021-06-19,11945.47,Paid,Card,2021-06-20
CUST06601,2021-06-30,13893.74,Paid,Wallet,2021-07-01
CUST04260,2021-02-13,584.66,Missed,Wallet,
CUST08920,2021-05-19,17924.71,Paid,UPI,2021-05-23
CUST02198,2021-07-20,17759.42,Paid,Card,2021-07-23
CUST09774,2021-03-06,9819.83,Paid,UPI,2021-03-10
CUST07404,2021-08-12,13796.26,Paid,UPI,2021-08-12
CUST00735,2021-07-28,5705.55,Missed,Wallet,
CUST08608,2021-04-11,13761.57,Paid,Wallet,2021-04-11
CUST04470,2021-01-02,14959.24,Paid,Net Banking,2021-01-04
CUST06958,2021-04-17,15292.31,Missed,Card,
CUST05647,2021-09-30,17994.89,Paid,UPI,2021-10-03
CUST04141,2021-07-03,7041.09,Paid,UPI,2021-07-06
CUST02764,2021-09-22,10976.99,Paid,Wallet,2021-09-25
CUST02903,2021-04-22,9406.22,Paid,Card,2021-04-22
CUST02400,2021-01-20,18282.64,Late,Card,2021-02-01
CUST04153,2021-10-10,16400.39,Paid,UPI,2021-10-15
CUST01085,2021-10-03,5162.54,Paid,Card,2021-10-03
CUST05820,2021-12-25,6924.24,Missed,Net Banking,
CUST00707,2021-05-07,603.93,Paid,Net Banking,2021-05-12
CUST01183,2021-11-01,5310.5,Late,Wallet,2021-11-08
CUST07863,2021-04-12,14099.43,Paid,Card,2021-04-16
CUST09373,2021-06-04,8342.23,Paid,Wallet,2021-06-06
CUST01833,2021-10-09,9135.72,Paid,Wallet,2021-10-09
CUST09260,2021-03-19,19161.38,Paid,Net Banking,2021-03-22
CUST04261,2021-01-30,6439.73,Paid,UPI,2021-02-04
CUST02731,2021-11-01,9984.61,Paid,Wallet,2021-11-01
CUST05878,2021-07-17,10455.79,Paid,Wallet,2021-07-21
CUST04331,2021-03-05,18363.47,Late,Wallet,2021-03-20
CUST09146,2021-08-13,9109.34,Paid,Wallet,2021-08-15
CUST05775,2021-05-11,18299.98,Paid,Net Banking,2021-05-15
CUST07088,2021-02-10,4394.78,Paid,UPI,2021-02-13
CUST06166,2021-06-11,14829.74,Paid,Wallet,2021-06-13
CUST06498,2021-05-17,14824.39,Paid,Card,2021-05-20
CUST05620,2021-07-03,1421.71,Late,Net Banking,2021-07-15
CUST04741,2021-01-06,2506.94,Late,UPI,2021-01-21
CUST06768,2021-12-26,7709.66,Paid,UPI,2021-12-28
CUST06361,2021-10-11,12790.85,Paid,Wallet,2021-10-11
CUST08022,2021-02-02,1991.72,Paid,Net Banking,2021-02-04
CUST02596,2021-09-10,15895.88,Paid,Card,2021-09-10
CUST04711,2021-03-15,17402.61,Paid,Wallet,2021-03-17
CUST04295,2021-04-20,12029.61,Missed,Wallet,
CUST03971,2021-04-28,10748.82,Paid,UPI,2021-05-01
CUST05550,2021-06-26,16450.06,Paid,Card,2021-06-29
CUST08347,2021-05-24,10436.16,Missed,UPI,
CUST02152,2021-01-09,7732.03,Paid,UPI,2021-01-09
CUST00666,2021-11-18,2407.9,Paid,Net Banking,2021-11-18
CUST08742,2021-06-27,13206.51,Paid,Net Banking,2021-06-27
CUST00149,2021-12-05,16117.09,Paid,Card,2021-12-08
CUST07078,2021-02-18,5468.88,Paid,Net Banking,2021-02-19
CUST01710,2021-08-13,4379.13,Paid,Card,2021-08-13
CUST06332,2021-03-10,12573.99,Paid,Wallet,2021-03-15
CUST02818,2021-05-14,4256.5,Paid,Net Banking,2021-05-16
CUST03586,2021-12-09,2049.41,Paid,Card,2021-12-14
CUST06146,2021-10-10,5087.46,Late,Card,2021-10-25
CUST04535,2021-01-22,13042.55,Paid,UPI,2021-01-27
CUST03682,2021-09-05,2297.66,Paid,Net Banking,2021-09-08
CUST06753,2021-04-03,7788.17,Paid,Wallet,2021-04-04
CUST00500,2021-10-01,3643.45,Paid,Wallet,2021-10-03
CUST00003,2021-12-10,18494.39,Paid,Net Banking,2021-12-15
CUST00094,2021-12-24,16849.19,Paid,Card,2021-12-25
CUST01748,2021-12-22,5657.02,Paid,Card,2021-12-27
CUST06369,2021-07-01,10508.68,Paid,UPI,2021-07-02
CUST08168,2021-08-04,19797.65,Paid,Net Banking,2021-08-07
CUST02837,2021-09-23,6697.87,Late,Wallet,2021-10-06
CUST06241,2021-07-07,6245.28,Paid,Card,2021-07-12
CUST09702,2021-06-23,3535.53,Paid,Card,2021-06-28
CUST03782,2021-08-18,11407.83,Paid,Net Banking,2021-08-19
CUST00990,2021-05-01,12514.89,Paid,Wallet,2021-05-01
CUST08224,2021-12-29,5288.31,Missed,Net Banking,
CUST05360,2021-12-01,10634.68,Missed,Wallet,
CUST05417,2021-07-11,4848.96,Paid,UPI,2021-07-14
CUST02765,2021-05-01,714.36,Late,UPI,2021-05-16
CUST02865,2021-06-03,7053.35,Paid,Wallet,2021-06-03
CUST06793,2021-08-01,13236.12,Paid,Net Banking,2021-08-03
CUST08205,2021-04-02,1477.62,Paid,UPI,2021-04-04
CUST03388,2021-07-28,1183.11,Paid,Card,2021-08-02
CUST07577,2021-08-28,6476.73,Paid,Wallet,2021-08-31
CUST05220,2021-06-03,16904.02,Paid,UPI,2021-06-05
CUST09911,2021-07-15,8947.32,Paid,UPI,2021-07-18
CUST06633,2021-01-31,3553.73,Paid,Card,2021-02-04
CUST03266,2021-12-11,16060.06,Late,Net Banking,2021-12-30
CUST08632,2021-07-20,11739.37,Paid,UPI,2021-07-20
CUST06245,2021-08-23,4061.89,Late,Wallet,2021-09-01
CUST09488,2021-04-06,7872.9,Paid,Wallet,2021-04-10
CUST01190,2021-01-07,13888.23,Paid,UPI,2021-01-10
CUST01222,2021-10-25,14079.01,Paid,Wallet,2021-10-30
CUST08475,2021-12-27,8315.4,Paid,Net Banking,2021-12-28
CUST04370,2021-10-27,15021.14,Paid,Wallet,2021-10-30
CUST01710,2021-09-14,16142.76,Late,Card,2021-09-20
CUST07891,2021-05-02,8010.44,Paid,Wallet,2021-05-05
CUST07538,2021-10-12,16106.73,Paid,Wallet,2021-10-14
CUST00837,2021-02-15,2095.99,Paid,Net Banking,2021-02-17
CUST08359,2021-03-20,7175.56,Paid,UPI,2021-03-25
CUST00730,2021-06-13,17435.13,Late,UPI,2021-06-24
CUST05275,2021-03-02,1208.76,Late,UPI,2021-03-16
CUST07195,2021-10-07,17149.04,Paid,Wallet,2021-10-11
CUST05837,2021-01-17,5118.15,Paid,Net Banking,2021-01-18
CUST01491,2021-08-09,9601.3,Late,Card,2021-08-22
CUST03490,2021-11-10,15154.2,Paid,Wallet,2021-11-11
CUST06563,2021-07-08,4876.46,Paid,UPI,2021-07-12
CUST06329,2021-03-25,13080.41,Paid,Net Banking,2021-03-30
CUST03549,2021-06-08,2189.15,Late,UPI,2021-06-17
CUST09469,2021-11-20,5690.15,Paid,Net Banking,2021-11-23
CUST01901,2021-11-03,4990.73,Missed,Net Banking,
CUST06349,2021-10-12,1665.46,Paid,Net Banking,2021-10-13
CUST00786,2021-04-18,775.9,Missed,Wallet,
CUST04224,2021-03-23,4525.47,Paid,Wallet,2021-03-28
CUST09194,2021-02-28,6511.84,Missed,Card,
CUST06791,2021-03-08,15472.46,Paid,Card,2021-03-09
CUST07467,2021-10-07,14605.95,Paid,UPI,2021-10-09
CUST00529,2021-03-09,12215.22,Paid,Net Banking,2021-03-14
CUST09305,2021-01-23,1756.53,Late,Card,2021-01-29
CUST02518,2021-01-02,18632.39,Paid,Card,2021-01-02
CUST07845,2021-10-10,11418.13,Missed,Wallet,
CUST02611,2021-04-01,11307.49,Late,Net Banking,2021-04-09
CUST01907,2021-11-02,2747.8,Paid,Card,2021-11-05
CUST07836,2021-05-03,18806.27,Missed,Card,
CUST07452,2021-02-12,17655.48,Paid,Net Banking,2021-02-16
CUST04073,2021-11-27,651.65,Late,Net Banking,2021-12-13
CUST00689,2021-03-07,15757.61,Paid,UPI,2021-03-11
CUST07880,2021-09-23,8957.71,Paid,Wallet,2021-09-26
CUST00827,2021-04-11,18868.11,Paid,Wallet,2021-04-15
CUST02986,2021-09-25,14351.63,Paid,Card,2021-09-28
CUST09596,2021-05-09,14427.36,Paid,Card,2021-05-14
CUST01746,2021-02-19,14738.21,Missed,Net Banking,
CUST07110,2021-06-17,8957.21,Paid,Card,2021-06-19
CUST03454,2021-05-16,9805.82,Paid,Net Banking,2021-05-20
CUST02953,2021-01-24,724.81,Late,UPI,2021-02-08
CUST06012,2021-11-13,2316.76,Paid,Card,2021-11-17
CUST07367,2021-01-05,2042.85,Paid,Net Banking,2021-01-08
CUST01118,2021-12-26,2589.96,Paid,Wallet,2021-12-26
CUST08548,2021-03-03,8454.15,Paid,UPI,2021-03-08
CUST01243,2021-12-20,10086.24,Paid,UPI,2021-12-22
CUST08424,2021-07-06,15551.02,Paid,UPI,2021-07-08
CUST01903,2021-08-08,16718.78,Paid,UPI,2021-08-08
CUST03271,2021-01-28,15283.55,Late,Card,2021-02-13
CUST02661,2021-07-10,3512.81,Late,Wallet,2021-07-28
CUST03892,2021-10-21,2708.44,Paid,UPI,2021-10-21
