CustomerID,TicketDate,IssueType,ResolutionTime,SatisfactionScore
CUST05384,2021-11-29,Other,13,4
CUST07796,2021-04-11,Service Down,4,4
CUST02803,2021-05-15,Login Issue,6,4
CUST08523,2021-03-05,Payment Issue,2,3
CUST06542,2021-10-08,Payment Issue,10,5
CUST05693,2021-03-30,Service Down,10,4
CUST06145,2021-09-11,Payment Issue,10,2
CUST08295,2021-12-18,Login Issue,9,4
CUST02669,2021-02-13,Login Issue,5,4
CUST08463,2021-05-30,Login Issue,6,3
CUST01185,2021-01-21,Other,14,2
CUST02866,2021-08-30,Login Issue,6,1
CUST01389,2021-12-08,Other,14,4
CUST04746,2021-02-22,Account Blocked,10,5
CUST08192,2021-07-18,Payment Issue,13,3
CUST05699,2021-04-12,Other,2,1
CUST09157,2021-12-31,Other,12,4
CUST02885,2021-03-15,Account Blocked,1,4
CUST01556,2021-11-23,Login Issue,9,3
CUST05582,2021-08-09,Other,1,5
CUST09555,2021-04-05,Other,10,5
CUST09699,2021-03-07,Service Down,3,1
CUST05550,2021-06-04,Other,1,4
CUST02610,2021-04-12,Service Down,14,3
CUST01146,2021-03-07,Account Blocked,12,2
CUST09784,2021-08-29,Login Issue,1,2
CUST00994,2021-07-22,Payment Issue,5,1
CUST09186,2021-07-20,Login Issue,7,1
CUST03176,2021-04-05,Account Blocked,3,4
CUST00908,2021-12-26,Account Blocked,12,3
CUST03676,2021-03-28,Payment Issue,13,3
CUST02088,2021-02-11,Other,6,2
CUST05529,2021-03-20,Service Down,14,3
CUST02391,2021-02-12,Payment Issue,7,1
CUST06238,2021-12-10,Service Down,7,3
CUST07781,2021-11-21,Service Down,12,1
CUST02540,2021-11-21,Account Blocked,4,5
CUST08444,2021-04-19,Login Issue,4,1
CUST06088,2021-03-11,Service Down,1,5
CUST02730,2021-04-03,Account Blocked,13,2
CUST06693,2021-08-05,Login Issue,11,5
CUST01657,2021-06-22,Service Down,8,1
CUST06072,2021-10-15,Payment Issue,6,1
CUST09443,2021-05-01,Payment Issue,12,3
CUST03514,2021-08-03,Service Down,2,5
CUST02668,2021-11-23,Login Issue,14,1
CUST06485,2021-11-12,Other,9,3
CUST01283,2021-02-23,Account Blocked,8,5
CUST07030,2021-12-19,Other,13,5
CUST06006,2021-05-20,Login Issue,11,1
CUST01652,2021-04-26,Service Down,2,2
CUST07319,2021-12-21,Other,6,5
CUST01962,2021-03-27,Account Blocked,9,4
CUST06957,2021-12-29,Login Issue,2,4
CUST04756,2021-05-14,Other,9,1
CUST08572,2021-06-10,Account Blocked,2,2
CUST03239,2021-01-07,Other,6,1
CUST02280,2021-12-30,Account Blocked,9,2
CUST08476,2021-10-28,Service Down,6,3
CUST01183,2021-03-17,Account Blocked,7,4
CUST08468,2021-09-11,Login Issue,1,2
CUST04125,2021-11-22,Payment Issue,11,3
CUST01959,2021-07-06,Service Down,8,5
CUST07107,2021-08-06,Payment Issue,4,4
CUST09825,2021-06-17,Service Down,12,1
CUST04881,2021-12-15,Service Down,1,3
CUST04266,2021-07-25,Account Blocked,3,3
CUST00295,2021-09-11,Other,2,4
CUST01837,2021-05-23,Payment Issue,13,3
CUST06106,2021-10-27,Account Blocked,1,5
CUST01217,2021-07-05,Account Blocked,5,4
CUST09360,2021-09-01,Service Down,9,2
CUST01307,2021-07-25,Login Issue,5,5
CUST04673,2021-10-26,Service Down,3,4
CUST08055,2021-12-24,Account Blocked,5,2
CUST09710,2021-02-07,Payment Issue,1,4
CUST03398,2021-05-19,Service Down,13,1
CUST04980,2021-11-06,Service Down,10,3
CUST06092,2021-10-16,Service Down,5,1
CUST02744,2021-11-03,Payment Issue,4,5
CUST04012,2021-02-16,Other,2,4
CUST07486,2021-11-04,Other,7,2
CUST02365,2021-06-11,Login Issue,12,5
CUST08174,2021-05-15,Account Blocked,3,5
CUST08145,2021-02-08,Account Blocked,9,4
CUST08989,2021-11-16,Login Issue,11,5
CUST09013,2021-11-20,Service Down,3,3
CUST03110,2021-09-12,Payment Issue,11,3
CUST00411,2021-08-15,Service Down,1,1
CUST08530,2021-04-17,Login Issue,7,4
CUST00618,2021-11-07,Account Blocked,5,1
CUST03869,2021-12-10,Account Blocked,14,1
CUST07238,2021-06-16,Account Blocked,7,2
CUST00629,2021-03-15,Account Blocked,12,5
CUST01516,2021-05-12,Service Down,2,2
CUST07777,2021-11-04,Payment Issue,5,2
CUST08403,2021-05-31,Service Down,3,4
CUST04421,2021-05-02,Other,5,4
CUST08060,2021-03-01,Payment Issue,7,1
CUST08304,2021-06-10,Account Blocked,5,2
CUST02518,2021-06-19,Payment Issue,7,5
CUST04149,2021-03-09,Service Down,5,3
CUST01078,2021-04-10,Service Down,14,5
CUST02945,2021-03-09,Login Issue,11,1
CUST02353,2021-06-18,Other,13,4
CUST04437,2021-09-20,Other,4,5
CUST01245,2021-11-18,Account Blocked,10,1
CUST08939,2021-10-18,Other,10,5
CUST01732,2021-03-15,Login Issue,9,4
CUST06186,2021-09-27,Account Blocked,12,4
CUST00033,2021-03-22,Account Blocked,11,1
CUST09998,2021-04-26,Account Blocked,7,5
CUST05346,2021-12-15,Login Issue,3,5
CUST08059,2021-04-16,Other,13,1
CUST08154,2021-05-16,Account Blocked,3,5
CUST00124,2021-11-04,Payment Issue,6,3
CUST07431,2021-12-06,Login Issue,7,5
CUST02053,2021-09-13,Payment Issue,2,2
CUST08403,2021-12-21,Account Blocked,5,4
CUST07746,2021-09-12,Payment Issue,1,5
CUST02110,2021-02-13,Login Issue,2,2
CUST02251,2021-06-03,Login Issue,9,1
CUST07872,2021-10-24,Other,11,5
CUST08667,2021-03-06,Login Issue,4,4
CUST09505,2021-12-17,Other,6,1
CUST08449,2021-06-13,Login Issue,3,3
CUST04439,2021-02-13,Account Blocked,9,3
CUST04449,2021-03-16,Service Down,1,3
CUST04182,2021-09-17,Login Issue,12,3
CUST07608,2021-12-15,Other,13,4
CUST08751,2021-07-20,Other,5,2
CUST07010,2021-07-26,Account Blocked,8,1
CUST05528,2021-09-13,Login Issue,10,3
CUST05800,2021-12-09,Account Blocked,2,2
CUST07966,2021-02-18,Login Issue,5,1
CUST02866,2021-03-04,Service Down,4,5
CUST03056,2021-09-14,Login Issue,4,5
CUST00798,2021-01-11,Payment Issue,14,2
CUST02953,2021-06-21,Other,5,2
CUST03814,2021-03-24,Login Issue,13,4
CUST03355,2021-02-14,Payment Issue,14,4
CUST08203,2021-10-11,Account Blocked,5,4
CUST04033,2021-09-22,Other,2,1
CUST04539,2021-10-20,Payment Issue,14,1
CUST08519,2021-04-04,Payment Issue,10,1
CUST05771,2021-03-04,Login Issue,14,3
CUST02706,2021-02-02,Payment Issue,11,5
CUST05029,2021-10-04,Account Blocked,13,3
CUST05810,2021-05-27,Other,13,4
CUST00191,2021-10-11,Other,6,2
CUST01767,2021-04-28,Account Blocked,4,1
CUST07688,2021-02-06,Login Issue,7,3
CUST09778,2021-08-13,Account Blocked,2,3
CUST03788,2021-06-06,Payment Issue,14,5
CUST07313,2021-12-26,Payment Issue,4,1
CUST05844,2021-08-01,Account Blocked,9,4
CUST03581,2021-05-21,Other,8,4
CUST08141,2021-05-06,Account Blocked,14,4
CUST07768,2021-01-14,Service Down,10,1
CUST09787,2021-07-16,Service Down,8,2
CUST04214,2021-03-02,Service Down,5,4
CUST04434,2021-04-12,Other,9,5
CUST02116,2021-11-04,Payment Issue,13,2
CUST07583,2021-02-25,Login Issue,10,5
CUST04550,2021-10-29,Login Issue,14,2
CUST06835,2021-03-28,Service Down,11,2
CUST05109,2021-02-08,Other,8,2
CUST04018,2021-04-01,Other,14,3
CUST06127,2021-07-07,Account Blocked,7,2
CUST04606,2021-10-19,Payment Issue,7,5
CUST08537,2021-06-23,Account Blocked,14,1
CUST05930,2021-12-31,Service Down,9,2
CUST09667,2021-04-18,Service Down,13,2
CUST04498,2021-02-23,Account Blocked,5,1
CUST05880,2021-06-05,Other,10,1
CUST09985,2021-03-30,Other,9,5
CUST04299,2021-04-25,Login Issue,12,5
CUST07169,2021-06-05,Login Issue,13,3
CUST09870,2021-08-14,Other,12,4
CUST03326,2021-09-16,Payment Issue,13,2
CUST09951,2021-10-30,Login Issue,14,1
CUST07260,2021-06-30,Other,4,5
CUST03369,2021-11-30,Login Issue,9,2
CUST01457,2021-05-02,Account Blocked,6,4
CUST05316,2021-11-23,Service Down,13,4
CUST04988,2021-12-14,Service Down,10,5
CUST09189,2021-04-12,Service Down,6,1
CUST01048,2021-07-20,Account Blocked,1,5
CUST06399,2021-02-28,Account Blocked,10,1
CUST06714,2021-05-16,Login Issue,7,3
CUST03067,2021-03-29,Service Down,12,3
CUST05301,2021-07-26,Service Down,7,5
CUST07669,2021-05-12,Payment Issue,3,1
CUST04893,2021-07-04,Account Blocked,2,1
CUST05920,2021-06-05,Payment Issue,9,5
CUST05387,2021-03-24,Service Down,2,3
CUST06667,2021-09-01,Login Issue,4,5
CUST02278,2021-02-13,Payment Issue,12,5
CUST02610,2021-04-07,Payment Issue,6,2
CUST03329,2021-10-05,Login Issue,14,4
CUST06459,2021-07-04,Payment Issue,13,4
CUST05198,2021-08-22,Payment Issue,8,2
CUST09930,2021-12-06,Login Issue,5,4
CUST09478,2021-12-13,Other,12,2
CUST00326,2021-10-26,Account Blocked,8,5
CUST08539,2021-01-06,Login Issue,11,4
CUST07282,2021-07-31,Service Down,3,2
CUST07373,2021-12-29,Payment Issue,2,3
CUST02935,2021-09-09,Login Issue,6,5
CUST09457,2021-01-29,Login Issue,4,1
CUST02169,2021-08-16,Service Down,6,2
CUST08722,2021-11-13,Service Down,11,4
CUST07533,2021-04-14,Service Down,14,4
CUST05446,2021-02-05,Account Blocked,8,2
CUST06786,2021-01-19,Account Blocked,11,5
CUST09241,2021-02-12,Payment Issue,14,1
CUST03393,2021-06-06,Service Down,9,4
CUST03484,2021-06-08,Payment Issue,2,2
CUST02822,2021-06-19,Account Blocked,7,4
CUST03101,2021-03-15,Other,2,1
CUST07993,2021-12-03,Account Blocked,3,5
CUST00828,2021-08-29,Payment Issue,12,3
CUST01532,2021-08-15,Account Blocked,3,2
CUST02272,2021-06-28,Login Issue,5,3
CUST02012,2021-07-12,Account Blocked,12,4
CUST06094,2021-04-11,Account Blocked,9,1
CUST03002,2021-06-08,Account Blocked,3,3
CUST01076,2021-07-21,Other,12,5
CUST00852,2021-06-06,Payment Issue,9,3
CUST08085,2021-04-20,Payment Issue,10,3
CUST08239,2021-12-09,Payment Issue,3,5
CUST05986,2021-12-30,Service Down,4,4
CUST05051,2021-12-30,Other,11,5
CUST01709,2021-01-24,Other,12,1
CUST09210,2021-01-17,Account Blocked,7,2
CUST05592,2021-11-25,Payment Issue,6,1
CUST05287,2021-10-11,Service Down,13,2
CUST05565,2021-04-10,Other,6,3
CUST06867,2021-07-19,Account Blocked,10,3
CUST08775,2021-02-19,Other,4,4
CUST02551,2021-06-28,Payment Issue,9,2
CUST06098,2021-12-13,Account Blocked,5,1
CUST08961,2021-04-10,Login Issue,14,1
CUST00170,2021-10-26,Payment Issue,13,3
CUST08258,2021-04-07,Other,1,2
CUST08979,2021-07-14,Payment Issue,11,3
CUST08960,2021-06-17,Account Blocked,1,5
CUST02675,2021-11-24,Other,2,4
CUST09967,2021-11-21,Login Issue,13,1
CUST07040,2021-05-11,Other,12,1
CUST03876,2021-01-07,Account Blocked,1,1
CUST04441,2021-06-09,Service Down,2,4
CUST02430,2021-08-09,Account Blocked,3,2
CUST02132,2021-06-25,Login Issue,1,2
CUST08705,2021-10-24,Other,7,1
CUST09320,2021-09-24,Other,7,4
CUST00292,2021-10-22,Login Issue,7,3
CUST09481,2021-03-04,Service Down,6,1
CUST03063,2021-08-02,Payment Issue,10,4
CUST05742,2021-07-14,Account Blocked,8,4
CUST05201,2021-10-02,Payment Issue,6,3
CUST07706,2021-01-31,Service Down,11,2
CUST05352,2021-01-07,Other,8,5
CUST06143,2021-04-30,Other,9,2
CUST06510,2021-02-13,Payment Issue,4,5
CUST05195,2021-11-30,Service Down,11,3
CUST03613,2021-08-31,Service Down,11,5
CUST02693,2021-04-07,Account Blocked,11,1
CUST00977,2021-03-21,Other,14,2
CUST09358,2021-07-31,Other,7,4
CUST08971,2021-07-07,Service Down,10,3
CUST02430,2021-06-16,Other,7,4
CUST04696,2021-05-07,Service Down,10,5
CUST09521,2021-03-04,Other,3,5
CUST08159,2021-09-07,Account Blocked,11,3
CUST06912,2021-08-20,Login Issue,1,5
CUST01119,2021-10-08,Payment Issue,14,5
CUST07802,2021-11-02,Account Blocked,5,3
CUST00539,2021-01-16,Account Blocked,5,1
CUST07759,2021-01-31,Payment Issue,14,1
CUST06268,2021-11-08,Login Issue,12,5
CUST07922,2021-04-25,Other,3,5
CUST01338,2021-01-23,Login Issue,11,4
CUST08641,2021-12-09,Account Blocked,11,1
CUST07180,2021-10-25,Account Blocked,2,3
CUST00782,2021-09-03,Account Blocked,4,4
CUST09463,2021-02-10,Account Blocked,9,3
CUST05859,2021-06-16,Account Blocked,2,1
CUST08574,2021-09-20,Other,3,2
CUST01161,2021-04-15,Payment Issue,7,5
CUST04391,2021-11-08,Service Down,12,4
CUST03919,2021-08-27,Other,13,3
CUST02278,2021-02-24,Login Issue,3,4
CUST09551,2021-06-27,Login Issue,8,3
CUST04841,2021-12-05,Payment Issue,12,3
CUST05938,2021-10-21,Payment Issue,2,2
CUST09801,2021-03-25,Login Issue,4,1
CUST00442,2021-04-15,Account Blocked,12,4
CUST06183,2021-02-05,Service Down,14,4
CUST01128,2021-07-22,Payment Issue,7,4
CUST06000,2021-10-23,Other,12,1
CUST00665,2021-03-03,Service Down,6,1
CUST00142,2021-04-11,Service Down,13,1
CUST02094,2021-12-19,Payment Issue,1,1
CUST02834,2021-04-08,Other,1,3
CUST05083,2021-07-25,Service Down,2,4
CUST03961,2021-04-22,Account Blocked,13,3
CUST03342,2021-11-09,Payment Issue,3,2
CUST02145,2021-03-09,Login Issue,7,1
CUST06580,2021-12-21,Other,11,3
CUST09066,2021-06-30,Other,9,1
CUST05198,2021-07-20,Payment Issue,8,3
CUST02490,2021-10-10,Login Issue,13,1
CUST02185,2021-10-15,Payment Issue,8,3
CUST07039,2021-01-09,Login Issue,8,2
CUST03256,2021-09-16,Account Blocked,8,1
CUST04718,2021-06-16,Login Issue,6,1
CUST09109,2021-03-02,Payment Issue,12,1
CUST08636,2021-07-24,Login Issue,4,2
CUST01076,2021-03-10,Service Down,11,1
CUST01171,2021-12-02,Other,9,5
CUST09155,2021-04-27,Service Down,4,2
CUST04994,2021-10-17,Other,3,4
CUST01429,2021-09-13,Service Down,9,4
CUST03611,2021-03-18,Other,10,4
CUST08443,2021-08-07,Login Issue,9,5
CUST01449,2021-10-25,Payment Issue,12,5
CUST06112,2021-11-06,Account Blocked,6,3
CUST08627,2021-09-26,Account Blocked,14,3
CUST08157,2021-05-30,Login Issue,7,5
CUST04565,2021-01-09,Login Issue,12,3
CUST05226,2021-06-28,Other,11,5
CUST02896,2021-04-06,Login Issue,13,1
CUST07470,2021-09-05,Payment Issue,13,5
CUST09644,2021-03-02,Service Down,4,3
CUST01482,2021-11-24,Other,9,5
CUST00340,2021-04-02,Account Blocked,1,2
CUST02458,2021-02-15,Other,5,3
CUST03761,2021-04-29,Account Blocked,6,4
CUST01109,2021-06-17,Login Issue,3,4
CUST03128,2021-03-05,Account Blocked,1,3
CUST09142,2021-12-30,Payment Issue,2,1
CUST05355,2021-06-26,Other,13,5
CUST06742,2021-04-18,Account Blocked,10,3
CUST04238,2021-07-26,Other,6,2
CUST06664,2021-12-16,Login Issue,8,5
CUST07986,2021-04-13,Login Issue,5,4
CUST08608,2021-06-23,Payment Issue,10,4
CUST09280,2021-09-21,Login Issue,10,3
CUST03725,2021-06-05,Account Blocked,13,4
CUST02762,2021-01-10,Account Blocked,2,3
CUST02494,2021-07-14,Login Issue,1,3
CUST05368,2021-09-23,Payment Issue,11,3
CUST01149,2021-10-04,Login Issue,2,1
CUST00982,2021-07-10,Other,11,3
CUST07471,2021-08-31,Other,6,1
CUST02473,2021-06-03,Other,13,4
CUST08828,2021-02-28,Service Down,10,5
CUST05174,2021-07-29,Login Issue,7,3
CUST05986,2021-01-05,Account Blocked,7,4
CUST00827,2021-11-08,Account Blocked,13,4
CUST03017,2021-10-31,Payment Issue,11,4
CUST04190,2021-03-17,Payment Issue,14,4
CUST05449,2021-11-06,Other,11,4
CUST08343,2021-05-22,Account Blocked,4,3
CUST08816,2021-06-18,Service Down,8,5
CUST09856,2021-04-29,Other,7,2
CUST06417,2021-04-10,Service Down,8,3
CUST07898,2021-05-07,Other,6,4
CUST09090,2021-08-07,Login Issue,14,4
CUST05147,2021-03-30,Other,5,5
CUST01933,2021-09-29,Account Blocked,5,3
CUST04367,2021-02-25,Login Issue,12,5
CUST00923,2021-11-09,Service Down,12,5
CUST06013,2021-07-30,Login Issue,1,3
CUST07482,2021-01-30,Payment Issue,10,3
CUST04949,2021-04-25,Service Down,1,5
CUST08114,2021-02-28,Service Down,4,2
CUST09253,2021-12-06,Login Issue,13,2
CUST07700,2021-08-11,Account Blocked,7,1
CUST03021,2021-08-31,Account Blocked,12,1
CUST05533,2021-01-07,Service Down,4,1
CUST03436,2021-12-06,Other,4,2
CUST02456,2021-02-04,Service Down,7,4
CUST03212,2021-04-16,Other,11,5
CUST07384,2021-02-09,Other,13,5
CUST07157,2021-03-09,Account Blocked,9,3
CUST00722,2021-06-21,Service Down,12,1
CUST07878,2021-07-05,Account Blocked,2,1
CUST01772,2021-06-16,Other,9,1
CUST09934,2021-09-05,Service Down,3,1
CUST08700,2021-04-23,Other,1,4
CUST03907,2021-01-31,Payment Issue,6,2
CUST03663,2021-05-07,Account Blocked,13,2
CUST03229,2021-04-09,Login Issue,12,1
CUST05149,2021-01-01,Service Down,9,5
CUST05547,2021-08-21,Account Blocked,13,3
CUST02382,2021-10-21,Login Issue,6,3
CUST06548,2021-09-20,Login Issue,3,3
CUST07739,2021-04-20,Login Issue,11,3
CUST04588,2021-03-11,Service Down,8,5
CUST05123,2021-09-11,Payment Issue,10,1
CUST00030,2021-12-03,Other,4,1
CUST08434,2021-07-29,Payment Issue,2,5
CUST04260,2021-11-19,Login Issue,13,3
CUST01471,2021-08-26,Login Issue,13,1
CUST05813,2021-05-09,Account Blocked,11,2
CUST02728,2021-04-22,Login Issue,10,2
CUST07550,2021-08-10,Other,8,4
CUST07217,2021-03-11,Other,13,1
CUST09633,2021-10-02,Service Down,5,4
CUST01740,2021-11-05,Account Blocked,13,2
CUST06792,2021-02-08,Account Blocked,3,5
CUST01663,2021-12-03,Other,4,1
CUST08495,2021-12-17,Other,1,3
CUST04000,2021-08-12,Payment Issue,11,2
CUST06309,2021-12-03,Other,2,2
CUST01814,2021-05-31,Service Down,7,4
CUST07330,2021-01-28,Login Issue,11,5
CUST05441,2021-10-03,Account Blocked,2,5
CUST02287,2021-04-28,Login Issue,7,1
CUST08006,2021-12-08,Login Issue,2,3
CUST08052,2021-04-23,Login Issue,10,2
CUST06064,2021-07-02,Payment Issue,7,1
CUST01271,2021-10-28,Service Down,11,4
CUST07959,2021-02-14,Login Issue,12,1
CUST01208,2021-07-08,Account Blocked,13,3
CUST02320,2021-05-06,Account Blocked,5,5
CUST07121,2021-06-06,Account Blocked,1,5
CUST01464,2021-07-11,Account Blocked,6,2
CUST05542,2021-04-03,Payment Issue,14,2
CUST03026,2021-11-20,Payment Issue,1,2
CUST09996,2021-04-17,Login Issue,14,3
CUST09739,2021-03-30,Payment Issue,3,3
CUST08185,2021-01-01,Account Blocked,14,4
CUST03594,2021-05-25,Service Down,1,4
CUST09115,2021-06-08,Account Blocked,6,1
CUST09633,2021-11-23,Payment Issue,12,5
CUST01057,2021-04-03,Account Blocked,10,1
CUST00239,2021-04-15,Login Issue,6,5
CUST07474,2021-11-16,Payment Issue,5,1
CUST02577,2021-01-15,Account Blocked,2,5
CUST08547,2021-09-14,Other,10,4
CUST06853,2021-10-16,Service Down,1,5
CUST04005,2021-03-21,Login Issue,14,3
CUST00813,2021-02-05,Payment Issue,7,2
CUST03929,2021-06-13,Account Blocked,5,5
CUST03068,2021-07-27,Other,10,5
CUST00051,2021-01-26,Login Issue,10,1
CUST02292,2021-06-22,Other,2,2
CUST00026,2021-07-06,Payment Issue,5,1
CUST09995,2021-01-22,Service Down,12,1
CUST08981,2021-06-26,Payment Issue,5,1
CUST03264,2021-06-21,Service Down,12,5
CUST03719,2021-01-04,Payment Issue,7,4
CUST04422,2021-02-18,Payment Issue,3,2
CUST09286,2021-07-02,Account Blocked,3,3
CUST04842,2021-07-19,Service Down,8,4
CUST04126,2021-09-07,Service Down,4,5
CUST04640,2021-09-29,Payment Issue,1,4
CUST04020,2021-06-17,Login Issue,5,4
CUST08387,2021-11-08,Other,12,5
CUST07274,2021-05-17,Account Blocked,5,4
CUST02480,2021-05-16,Payment Issue,4,1
CUST03315,2021-12-10,Login Issue,10,3
CUST01304,2021-08-11,Service Down,12,3
CUST00608,2021-05-27,Login Issue,10,5
CUST00750,2021-01-25,Account Blocked,9,3
CUST03974,2021-05-14,Payment Issue,6,3
CUST06341,2021-09-28,Account Blocked,13,3
CUST02269,2021-03-13,Payment Issue,14,5
CUST09953,2021-04-27,Login Issue,9,2
CUST01191,2021-06-11,Service Down,13,3
CUST06035,2021-12-31,Payment Issue,3,1
CUST00241,2021-03-03,Account Blocked,9,1
CUST02971,2021-04-03,Payment Issue,1,1
CUST02906,2021-04-13,Other,1,4
CUST01459,2021-10-30,Other,11,1
CUST09940,2021-12-19,Payment Issue,9,1
CUST05043,2021-10-24,Account Blocked,7,5
CUST02756,2021-02-04,Login Issue,3,1
CUST06805,2021-05-07,Login Issue,10,1
CUST02175,2021-02-01,Other,7,3
CUST04244,2021-02-03,Payment Issue,3,1
CUST03031,2021-04-14,Other,6,1
CUST03799,2021-05-24,Login Issue,5,3
CUST02331,2021-05-28,Service Down,4,2
CUST03901,2021-10-14,Login Issue,11,3
CUST09958,2021-03-22,Payment Issue,2,3
CUST06743,2021-09-19,Other,4,2
CUST08618,2021-07-08,Account Blocked,2,4
CUST05223,2021-09-05,Other,2,4
CUST03349,2021-03-15,Account Blocked,4,5
CUST04714,2021-10-10,Account Blocked,11,3
CUST01479,2021-06-18,Account Blocked,6,2
CUST00118,2021-05-26,Account Blocked,9,5
CUST08759,2021-11-12,Login Issue,7,4
CUST02761,2021-05-08,Payment Issue,8,4
CUST00448,2021-12-04,Service Down,9,1
CUST04641,2021-08-21,Service Down,1,5
CUST00457,2021-12-19,Other,14,3
CUST09777,2021-12-28,Account Blocked,3,5
CUST00173,2021-06-17,Account Blocked,2,2
CUST02031,2021-06-21,Account Blocked,9,3
CUST07556,2021-11-17,Login Issue,1,2
CUST00104,2021-10-14,Payment Issue,9,1
CUST01709,2021-10-30,Login Issue,3,3
CUST07934,2021-10-10,Login Issue,12,2
CUST03426,2021-09-11,Payment Issue,13,4
CUST01924,2021-11-11,Other,12,1
CUST02839,2021-02-11,Payment Issue,5,2
CUST02256,2021-07-04,Service Down,11,3
CUST08902,2021-08-15,Account Blocked,5,1
CUST06050,2021-07-14,Other,14,3
CUST09574,2021-02-01,Login Issue,4,2
CUST03448,2021-03-03,Login Issue,9,5
CUST03250,2021-06-01,Account Blocked,7,5
CUST09215,2021-08-15,Account Blocked,1,3
CUST06619,2021-07-27,Login Issue,6,4
CUST08095,2021-05-03,Other,6,1
CUST04460,2021-07-14,Other,6,4
CUST07445,2021-10-26,Payment Issue,11,2
CUST01320,2021-07-14,Login Issue,9,4
CUST05209,2021-10-01,Other,4,1
CUST02129,2021-08-23,Other,8,3
CUST04464,2021-11-20,Login Issue,8,5
CUST03850,2021-05-15,Other,11,5
CUST04365,2021-11-28,Login Issue,14,3
CUST00584,2021-07-08,Login Issue,11,1
CUST08025,2021-04-23,Service Down,2,3
CUST07613,2021-12-15,Other,6,4
CUST00853,2021-09-01,Login Issue,6,5
CUST04157,2021-01-25,Other,9,3
CUST02473,2021-06-02,Other,11,3
CUST04731,2021-01-26,Account Blocked,1,1
CUST08216,2021-11-11,Service Down,5,2
CUST03517,2021-10-11,Service Down,4,3
CUST04642,2021-11-27,Service Down,11,1
CUST03928,2021-06-19,Payment Issue,3,1
CUST00673,2021-12-25,Service Down,3,5
CUST00038,2021-08-05,Service Down,11,5
CUST05310,2021-12-11,Service Down,6,3
CUST04409,2021-05-18,Payment Issue,14,2
CUST08918,2021-12-11,Payment Issue,8,3
CUST02005,2021-04-14,Other,10,3
CUST01148,2021-10-16,Other,10,5
CUST06361,2021-03-31,Service Down,10,1
CUST06682,2021-07-09,Login Issue,4,1
CUST07014,2021-10-14,Other,3,5
CUST01758,2021-11-12,Account Blocked,3,2
CUST03474,2021-08-11,Service Down,9,1
CUST09732,2021-01-15,Service Down,13,1
CUST05988,2021-08-11,Login Issue,1,4
CUST09894,2021-08-17,Service Down,3,1
CUST07439,2021-11-11,Other,9,3
CUST08609,2021-03-06,Service Down,2,4
CUST09693,2021-10-08,Account Blocked,4,2
CUST00992,2021-04-08,Other,6,3
CUST01868,2021-03-12,Other,10,5
CUST03036,2021-04-10,Payment Issue,14,1
CUST00954,2021-10-08,Payment Issue,5,1
CUST01200,2021-08-30,Payment Issue,14,3
CUST01572,2021-09-04,Payment Issue,14,1
CUST04662,2021-05-11,Payment Issue,4,1
CUST03038,2021-05-31,Account Blocked,3,3
CUST09458,2021-07-24,Account Blocked,14,5
CUST01829,2021-02-04,Payment Issue,10,2
CUST09764,2021-12-03,Account Blocked,2,4
CUST03461,2021-01-22,Account Blocked,3,2
CUST06287,2021-04-18,Account Blocked,6,4
CUST08175,2021-08-08,Login Issue,14,1
CUST09612,2021-04-10,Account Blocked,9,2
CUST09242,2021-07-27,Payment Issue,13,2
CUST04191,2021-10-05,Account Blocked,12,3
CUST09610,2021-09-01,Other,4,4
CUST04733,2021-10-22,Account Blocked,10,2
CUST03206,2021-12-25,Payment Issue,7,1
CUST07538,2021-04-08,Other,5,4
CUST05025,2021-07-25,Other,13,5
CUST05169,2021-10-08,Payment Issue,13,2
CUST03423,2021-04-19,Service Down,6,3
CUST06368,2021-12-11,Login Issue,11,4
CUST03638,2021-11-01,Account Blocked,2,5
CUST04466,2021-03-08,Login Issue,5,4
CUST04491,2021-06-11,Account Blocked,14,1
CUST07216,2021-09-15,Payment Issue,9,4
CUST05825,2021-07-28,Service Down,5,3
CUST07111,2021-06-25,Service Down,1,5
CUST03271,2021-07-10,Other,6,3
CUST06767,2021-07-09,Login Issue,9,3
CUST01695,2021-12-03,Other,1,4
CUST00333,2021-04-12,Other,14,3
CUST09716,2021-04-28,Service Down,13,3
CUST04336,2021-02-19,Other,13,5
CUST08309,2021-02-21,Payment Issue,5,2
CUST02355,2021-06-22,Login Issue,8,2
CUST09348,2021-11-06,Other,12,3
CUST02194,2021-12-09,Payment Issue,2,1
CUST01445,2021-06-09,Service Down,13,3
CUST08889,2021-02-11,Other,11,3
CUST06928,2021-05-25,Account Blocked,2,5
CUST08408,2021-11-03,Account Blocked,12,1
CUST02913,2021-06-23,Other,1,5
CUST07000,2021-06-30,Service Down,14,2
CUST09282,2021-05-03,Login Issue,2,3
CUST04873,2021-08-22,Payment Issue,2,1
CUST06508,2021-06-17,Other,13,3
CUST04776,2021-03-17,Login Issue,11,5
CUST02755,2021-02-09,Payment Issue,5,5
CUST08543,2021-07-03,Login Issue,3,2
CUST09998,2021-05-08,Service Down,8,3
CUST06919,2021-01-19,Payment Issue,12,3
CUST07332,2021-03-15,Other,12,4
CUST02397,2021-01-14,Payment Issue,3,1
CUST00828,2021-01-26,Account Blocked,3,2
CUST05105,2021-08-08,Login Issue,1,2
CUST04833,2021-07-23,Account Blocked,3,5
